hex_id,adjacent_hex_id,adjacent_position
d913a1a559ab90c3,786ba16c8260a135,1
19b943679bf84c0d,9f418c2948c437f6,1
0418be22d2823b28,c3518403e7851a03,1
f58efa07b5f95620,f833327e2e48244f,1
32d8e8e82183ed3f,64f32547471907f2,1
a257781d177b1fa8,d50c59b5538e1721,1
1cd1d94211f7c8b6,5bcc7c82ad116d2e,1
2242d4095af8fcf4,c6ef0e70cbb77980,1
cfedffdb701f54a7,cd45dd25b8c84aa7,1
8025eb17ef5acd75,94d577aa0af941a1,1
63fbd90b1d533d2d,92c986b04e57c0a3,1
9b0467f259fc901b,efeb47d56a1dfd2f,1
8a931b451626d90c,6517dba851f7302b,1
cad946f12373b605,6c06af6b3c0c4a49,1
904c8bd6f34db37f,94d2d7437001c2f9,1
3b6c59bbcd98275f,3dc670e9372f8f1c,1
678d3d6b9ffe00f8,853e3df2b32a769a,1
30c57426c03ce02d,ce0ff16f34f9b191,1
62e0decdf8e452fd,b679e3050985b47f,1
4b6c122db0edc861,1809feb0a5fdbc19,1
67d1db753fbd0b79,263b56a28905264e,1
53e5f5b4b51656aa,b3841a1c37d6edeb,1
a7571f47ea6314b1,e53ac9a2b827462e,1
0de41c4af634c859,da8fed17db154902,1
a68c60ad868ffe20,b778d8d0830ba852,1
46c90c25534ab99a,9454535ceb37eba4,1
0ab6e98df3bef836,0a078d836109e6f7,1
453209d445f3c50a,9f46ae39b6a7ccc8,1
66a9d2ba54eef7f1,3252751694eb823d,1
98377e58be1026c7,c259c5ce65c262c8,1
8630a34fa7dd69b6,6a25929e1021bbd8,1
2939a339d04c6ff3,327e5e7b1a4cb958,1
5061f5bfcf8b9c76,572ae8038340e3af,1
7ad95cb0e6af2abc,8351ea5ca3bef907,1
df433a35cb74b757,1d954ef0731a7d82,1
3e35930b0e9c30e2,2568183b12a32572,1
b0e6f58f36f89f1c,b4305a031ba83321,1
159ab6861b9726d9,7bb428ef42369bc8,1
009db022602d0c9b,96a04f45f98d6cdf,1
a55380943f530c76,3cb775b88d9e16cb,1
e4eb30aa14118ad7,df2cc10816de5ad6,1
efcf2f6866f0b2c8,a5092b1d77c3e990,1
b6b87671e6c32f1c,f3ad2979361b546c,1
7d0ba0e98369f3a9,868fe9ec7c8c9590,1
308d4a974339098a,c652363e8a6042bf,1
d888c6de1819b1f1,19659fe243a0d5e1,1
9124cb733ab97b85,bd981b8044d1f848,1
0c42bd0f08daa638,e26d0a297513fb36,1
c5e0cd5df24c7703,3b7be7b6774b122b,1
1776233ddf6f6c2d,bdda0cc96ab124a5,1
57b93a3a454e02f7,b8e4df73d507811c,1
d8a841801743c86f,52108a948d8aa2c1,1
592a6094c301f652,6849b97728e8bf33,1
d3c080e82820f28e,8dfbb55d1df55e44,1
1727f254ede96902,1e9df45a1b40111c,1
ecf3e8a57b2f5d82,01bde8da3310f7b9,1
cd75e486e7638ee3,c13e4536252dc189,1
fc0fb15214633bc6,f3e3f139846caa2f,1
cfeb2c94c67447d6,c577625aa9692420,1
c68cddac0845ab64,03de3b3f29cdf612,1
b1612365760b4b37,179b24478f991708,1
bb8445c372d6f016,b6e74af41f7a67bc,1
9a5b9a20899664aa,01d154a1dfed090c,1
1d4fe748956cee86,f44d5e1b125f00d4,1
ccf42146ffa23eb0,4e74a98c89c8fe1e,1
6850a4c03a6beab8,3099454c1f3d0a11,1
0d5305dc6a160266,e8956861b9770608,1
41e70789361acb14,1d4de1145aa14cd2,1
2f0127c9c8a6e98c,8e377b66b030fd9c,1
34c78ac60230a375,c0f4ec0671f170e9,1
b871d91e981d1ac8,e721c2fed0fae1a3,1
577aaaeb4849d279,deb8158a78cc4238,1
d9ad6b8c1fcf89e7,551ebe2102da6234,1
637cdf384bc44048,ecad839ad2c6bece,1
267d1e5f3384b982,0d8d4ce5a1412389,1
a93572313189f84e,34dc35b52c71979b,1
b2e269bfcdf92263,e07ab20ac08a0ef7,1
2afe174cba851fba,aee4acf94038a3a2,1
88ce444ed4a3e230,e27d05e352fb8fb3,1
c981aadfff0b00ca,fd387d404f4c4c3c,1
3b7deb370e1c70c3,1ae37907bdd5304a,1
dd642fb51842f5af,267214058103a9da,1
9c58adee5d68b3db,653d66e9caae6191,1
6084fbdb38929a6f,51b1bfb5bbc2fcfa,1
f107420048d580c0,568b0b591e92ae8a,1
c8e6ccbd536cedd4,1439779a8d4283eb,1
09c85b8a83af4fb4,e80ae3cf8131af23,1
355f036c8e557c52,f6b5790ce3416965,1
adb7bb616c8cc4fb,f804803dd1285ce1,1
c1385ce2f3cb2ea9,bfb730b1ba5b7ef1,1
891deefcc44eb8e0,d32649bda58aa9b3,1
4e38dfa6c1019402,75f5ae3d7dbb637f,1
2593d760a33d90e0,ff0f31f97899f528,1
a863a7e0fba1f8a8,97422345ecfd3496,1
ffb993fb1c92ae77,74fb3fb666af7b47,1
5674838f2ba653e6,e472ea91a54d5424,1
161d745d27482c81,4d89fa818f28a1de,1
e6e1c4676cad25df,4f7687d5ec1807dc,1
a0aecf3970f1e4e7,2e6b3010077a22bc,1
48725c52c3a960e0,d5892e53e2d3790c,1
703eb42940a492a4,b798da1ba1a373df,1
0f56bd4355091a03,e2bd2e1b273e6a97,1
fc3e063de85b99c5,6cd731939c9448d3,1
04fde9d82aa2e50c,c1d0d6c280e1d1aa,1
d26ed1646d46d2cc,6d296f685e18aefc,1
3214124f6a920ad1,4f296477fc3ca895,1
5858aec3b6435991,f9323a7b2e835ded,1
db7f343cf86ab67b,79365a623250931c,1
5d165179627b9e52,885706fc43a3bf69,1
0f540c2eee8ac642,8e97291279ce687e,1
13cfdc7486dfb9fa,c479941f64dca909,1
0589c129e96b4f19,c157222c95f5e5d0,1
ed7458ccb7605b5c,a5881627ceddbae0,1
09afea820d3ecf18,da0de734880068c5,1
99a61dbf3b18c71e,f579f3afdfa4079c,1
d3ae88bed9736de1,f7a9e964d6d31cda,1
aa60636ee7b3e70b,f2aba0e86cefe9e6,1
41e2d6b7fc265ed4,080ca916c92adfe4,1
c0b14452082b0312,0ecc25e9d3e57bec,1
de2493943e4ae182,12466d9119995cba,1
da61d0dc02e921c7,66efbbcafcb07cfa,1
ff611d2636c16033,a4a78a3abfb4998c,1
23f3ccf4acf23e24,9174a72646d91cb3,1
65fa64545eeefb1c,c5fd34e815793c17,1
e4397e8aba211996,7ebeb9a4d8a89061,1
c1adad85006910e2,0b849310e667a790,1
4fc4d5b75d30e71b,01c074a9828a20fb,1
586c77afd92c4ccb,70ae911b0577ea6c,1
b4357aadf47ab767,e4faad510c7a260c,1
d7be5128e6c3a1fd,3fbb34734ed326f4,1
c7bb0a6205d169d9,55c0105c601ee7b0,1
6ee298c4a16009ab,7a687c01bc7e2192,1
3d4aa2bf2ca4f222,5ebd95914d0bd1b0,1
2a5bd3e0e5588823,6fcb48530ab82025,1
4b2793e4cf011a9a,b51fecad9e0b02bf,1
8b811cc005ade6dd,39047913cd936841,1
37970455df8b0b9e,3a0bca6795cde505,1
3da37510b52480a3,451fc35364598ff0,1
2e106291de8526e7,7380ad2fc6e345fd,1
b048af40e6fdfe83,b1fc0f7197317956,1
29d6879cf561f51e,c811cd982f89ca9d,1
a82d83b0866ebdf7,6ed90e6d04aebe4c,1
db3f9f34ce1fd3e1,52316748f9153632,1
0048227e6114f9d9,cb227eca731def1e,1
bd8a08bb023b2d52,3f695b7821231434,1
a2d8f09283cfc427,e8c28e64215c5e9c,1
c076261fce437600,75b96b13ec7cbbd5,1
23fae3f1f69dddfa,f2de7e1d0d4f0637,1
5dc937b5699e1bb7,70e1cea599ee8bf8,1
27e0ef06c999752a,c7254027c6cfbc97,1
02725153ee1ded9d,86c05a307d9ed734,1
efe409bc727725d5,ed86b68434f12afc,1
ef07ac4e1e498315,8258a3c1e7f61874,1
bfb79d8805987e99,bff0d65551c1a384,1
39a10b2e2eb64518,8433a83802ad5a65,1
0a40b68d4a417106,1df1f116e6bb8291,1
1323753cf078d3f3,0ca909bab4284608,1
3ce2ab86c9dd4eb8,4980ce309229294c,1
e4f16785534264a2,4fc2e9209df43fdd,1
99a23110f742a5dc,25101359a0848faf,1
8f6572159d792928,5f58bf7212061521,1
7e8fbeed731678c7,29b558c1a02b6ebe,1
0b86b53e61681fa2,37286f185a56d646,1
59c519019267218d,521b7dd26690fbe4,1
4ecd3a988138ccf8,e61bb404a62834d3,1
98076cc6677e9a30,90133c405d125acb,1
b38c15851f7ad749,5f5ec9f8c0e5f152,1
518ca42078122474,a3ea6f1299df03d0,1
aeb1556825edf1f6,4114d120ada7b7db,1
9ef54823ab5c9e06,5315dfa40fd05a4f,1
e8956861b9770608,40c1ddb3e1ac9e2c,1
0f6d6acc9398c685,71f02982fa65dd40,1
d50c59b5538e1721,49e984f65860bbc4,1
8d45eb24fb60fcd4,80e7a74d8e2b18e8,1
4f844fd3fe6f0768,bb5404544ea075dd,1
97293ff6e2ef65f9,71d269d496f4a9e0,1
2085bc4549e1d0a2,1435672685f6ec41,1
362f20081c705161,bde61c17a6232a69,1
015cf8fccb0f16bb,6c98be67b2fc5ed1,1
9da6d28cc8d369b5,8ceb51d9a0035e47,1
446e29723cc06175,3debc880416e09fa,1
7749331c18c9324c,3c8256550613e6a5,1
38c417a16c5cb740,f2089de5be6042c0,1
797ae65856fb5d6b,0f56bd4355091a03,1
b7085a5d8d394e58,f64e2d2c08b32142,1
4eb4c69a2d76995d,e94637da6185134d,1
ed7a779024f08ba9,897d6a749295a285,1
cd8ed636e54cdf96,b8faae294ea6e8cb,1
91588184d16cb4de,6e86f359f0374637,1
756fa7ad0e0f973e,33f9fe04843327db,1
6436b02a109db0e6,baccd5b09ea67f10,1
21cc760ee9ff1b78,c4f43251c19c25d3,1
367c8942f852ac2f,b6a1bbefd0a69630,1
3a812e61b8b7cc91,db271459d639dffa,1
b6b0b609447f563a,ce7f8b06feace5c2,1
b798da1ba1a373df,a1d5e8ebdf10f3a5,1
3d36f8730715d976,9f1118b532b1308a,1
1a3500787f414d53,53e9e26eaee59b1a,1
3c1d241d70fcf4e3,980bcdde1418b023,1
36a68c13d14f2075,3d5c7b73e6d12008,1
26a416c853f0e598,134f06cc41d3604d,1
427495783183c757,c2db1f2bce1051e1,1
8365ffee063330b9,e54224d3be73a73e,1
c6b6dcc908ef13d9,968cbb1ad19d4e55,1
79b14d85f93977e4,6fd10d5159a5c917,1
7219e385778eb8f1,7359cd0c2e493939,1
031de6d070420422,7ab92b2b1ecf62ab,1
ccdc2ecfeea62ae7,e1da02b0d859ac3f,1
d2a64df916d6c9c9,e39b32132e4abc30,1
18b075ab80d90f13,7826d77c9b8e0e90,1
28e602c7df92b772,b64c4594c4fcb3c1,1
070fe080c34e0de4,e9c8f173439d6493,1
69bcd27675d4a2b6,49bcbf28db15d6a9,1
ca22494ea40f15a7,e2f724bebd92404e,1
e94637da6185134d,315efd2b87610ad0,1
a3d53e5ffe0e8991,4280c85441723383,1
485b58bbaf68301d,cd8ed636e54cdf96,1
63d9b680a3127e6b,940c1696a320298e,1
71fcc7e102a74d83,86429d5c8b514df7,1
ff495f3f2c12bc96,8da9791dc6f7b4c2,1
c04c9c113bb7134c,0042ab0825d9d843,1
75c4a796bc92d24d,0f78e4ef33a9f227,1
6c271c2febccc3a0,6e3e452ea50d13d4,1
8a8ac5a28283249e,c7a40069ee5a2eda,1
fdcc65aa57747d23,c028cd4c62d4d142,1
338eb11ff19529c4,4b87ff9bcdd961df,1
43675b5229629d2c,74d648f715e61b2c,1
b67ea6ce7431bfa3,a93572313189f84e,1
7bc2841420f0ccf2,5d72ec4be9a590d3,1
a044f64d6a13b866,405f6ff62494c70c,1
6a648eae9115a0ab,ec3a0bef516f52cb,1
7e1ea86cb2da57e8,40bb6a9e2d3e795d,1
6be60ad31e801f9d,8ea3880ce46c719c,1
a9f2744704ba0b96,3d293d9e75c9c48b,1
75fb9f81143e75ef,6084fbdb38929a6f,1
fb7369390591e7ef,00ce0060348469c4,1
29744be36da396c1,c46993e6758c37dc,1
f9f1ff3fa01d60e4,db3f3514f3e7be9b,1
7678588afbebd5a4,b7e5a8e8bc9f3918,1
8ebdecf74a48c256,435db53d9b4c29ed,1
1e11f03b4baefc65,d26a2112d6d846e8,1
0cd7c60bd574dfdc,5b9ca6a8738829ef,1
72f2788dcb9845dc,dd3044245708101b,1
0c196347357fa044,eb7a2ef9ee9743d6,1
a10885b895795a0f,00be05778416e882,1
512f3c2e85d81bf3,e01ce17ed728a211,1
46b463ab588d38fc,70c76bc6259e99e4,1
5c331d6f6d5495a3,a968854b8c738896,1
5a32fe222de27ce1,febf3345e6f783f2,1
542e61c322da42d5,9544180f7f6056c9,1
3a9aeda6870d23b8,78c4653f00b85003,1
5b7692b5df898e87,29f18c36b0df0464,1
b768a5a2dfc19e38,6c4db711ab146fcf,1
9b308857628c9fd9,fcde6383dc8db3d8,1
2dd740007df13404,dddde24653005bc0,1
4fe4f413599837ea,fd4e7535ed1e5d51,1
8e15c3127561c37b,f2676b82d0f159a4,1
74ea1ff70626e2b0,f5cc647569eab12a,1
8b8d79bd00aa443d,3e35930b0e9c30e2,1
a625fc7b2d1c6435,721713cf921fd0df,1
9a8192c732e87a97,4a47c3779b39a949,1
95d681ac552abec3,ca1be2b463c6fdfe,1
75aa2e1c00ecc682,efdfc0c6203172c4,1
b3415692e42bfcb6,d222f801cd1e1f5a,1
6d792c3e5e70efe3,c3a529173d52f931,1
fdc3e12727637f63,ed4d52d1950a69ae,1
4e44349194ed0034,8fdf15663b3ce2dc,1
50a29ff2beafc0c9,139ab251d421d66c,1
e54fb7ddd7745fcb,a2d8f09283cfc427,1
de60aa16605f7ca2,f18bb4db1e793344,1
e0321d2af4c51db8,03d6479ddba13b66,1
5dceebba36f7b4cf,c5f8c253ff83ea0b,1
7df4f236dd18f375,150b1a2ea40d88d1,1
b6ea1992bcc2d530,a9d3d44d18da1120,1
f207bdef83f20dab,61d7f41523f8183f,1
f73b072994c0d8dd,bf79cd21f17de317,1
a031d2bc96c5ec2f,34fb58ee853f609d,1
dcada75f2b241466,41871467c3c7b96a,1
40adcc7e9d3315d2,bdac0cf8aef10707,1
21489d6553179347,f9357b84914cd0b6,1
7d4a82e93e178be6,959821e676e6a398,1
dc03d92de0986917,6b4b8a22da2aa33a,1
b4fc6811e02fa6d3,5ad4b18e84904f14,1
b2a648624a36bf2a,e7a2379cf2d3d50d,1
a76eec3c443038db,8a8ac5a28283249e,1
7270b0c919adb982,a1cca5321688e085,1
e472ea91a54d5424,234430c6ea0f8713,1
5d730a49dca22a81,d4d825c13d955898,1
16be9bc1ab1f59db,8d6101778ac16bab,1
7ebeb9a4d8a89061,6a54e2deaeffaa89,1
4b4371a05971e601,ca4c4d9918055923,1
475459aa80219272,f5ee940c4c58b0bd,1
b3485ebcb2b6abb6,18b182036167d5b6,1
4f5f1d9c585369d9,7a82c9faf2ad654d,1
9daa808ce7eff32d,bc4cb2440578c1ed,1
152b9bd19b5cc371,ca73b34838087ea7,1
6cc36ff1ce5acde3,237bf913c661d2e8,1
6a54e2deaeffaa89,fb3a74739fb3599f,1
fca8a59b7ea13546,ed912dce15958a59,1
fa562c77a5c4aaac,39990a45c769dff7,1
0137a44b3393df6b,ffb993fb1c92ae77,1
8daa41d459cccd86,45c356426b6b7005,1
68d596af7c68ee02,a92a0a15bb81460a,1
f22b50c518cb5964,f25486eabbcfdb50,1
aa123109d37c99be,21f43d0282d18a71,1
778b249c02586d36,032170b03b2ea4db,1
7b85283c611622ce,59c519019267218d,1
36a2dd1aac3ebaf6,32d5b4d17f3d962c,1
e9b000a287864dc2,2436b84f3b32e759,1
db49855a8639d1ed,9b6b5ff4fffa3b5b,1
8fbfed4e2ae8146a,066462acd31431ac,1
1f66a8883cc56941,86b737f190de10cb,1
04ad4d39a6e51b3a,7cd8bc469bfc8252,1
68bb38866290435c,5e0cfb5cfb7c4deb,1
3b5cba398ac8bc3b,2d23e7659c9a66c1,1
254d8fc68ae0ceb6,e4f16785534264a2,1
b45278d8e3dd712b,613f8d7f81beeff3,1
cd0d6b39804cf87e,ec73ca5f90cf5392,1
1717b97eff7e8d3c,88c5dbadbe643bb3,1
9fe53f0692cd9825,51be5b3376f79155,1
eddf27caa316acd3,045d53f680ef483e,1
99f7151e2c65c6c3,0cf2277acea737e8,1
e07ab20ac08a0ef7,e3a86caf4afd2fac,1
dc686b86e7d9702e,3b0ccc7d2d1444be,1
f4789de57c489c0e,ece02a89d9466ff0,1
d692ff307ba6fd68,49eeec259aa219cd,1
29414aa315ab47bd,3b7deb370e1c70c3,1
1299e4a7eff212ae,83fd0dce987f46ea,1
2be61988c94db68a,b97cb43b27b5de04,1
68b051c7f9e64ed0,ab1b5fc518086640,1
5207edcf67c7d97a,692f9b5eefbb2e7b,1
c60816cc19307f55,3208d4489b0b6c0e,1
9db7b0e803200ee2,ec90293a5553c839,1
0d55fc8fe905bbe3,ae27e0f43e5e16c1,1
522d604f77fe00a2,778aa30ddb97c109,1
751ba39cc92bc3ae,8b8d79bd00aa443d,1
ee076c2b6eda36c9,448bbb7cebe35f6b,1
7a14497a66912081,d76bd17e7145f43f,1
e016ccfa797aa7c9,9a6452acb8194f9a,1
25faa4a4344cee51,15948343c6223064,1
fbe9990e91c86677,33f799cbb8268d26,1
53ed8908752b5561,e311488a19abf099,1
2a076538e61bffa0,7e2c39b9b8a0c7de,1
c68cc04674fa178d,b1d155358f74f137,1
0a55e4d7f0e4d561,222d71f4270313fc,1
91882e9a93218826,7229fcda2da50078,1
b31c57b8abb5400d,360ef2700768c1d6,1
8433a83802ad5a65,d0b9066effba978f,1
071f14c346631a7e,3c5c64b4d1532488,1
dd0b082f48572065,63fbd90b1d533d2d,1
d48b6965646a258f,313ce0d5419e4ddc,1
2872eb6ea4c7bdc5,027193bbc7668f26,1
af036c234f14bba0,fb41457f5b37fc5f,1
acd8004e4d4104e5,78ecdce9ea735fae,1
8ee47734c3e2b237,553de4886b8abbcb,1
c95b37fe561a2ba5,56e3a5196db3ece3,1
5d548dcfc13bdea7,5d9bf451709aa7a9,1
a67fee5ef2a83c4a,ab91240652de638b,1
36dab020b02b9647,557009b5d0203101,1
5328c06f17d19a6b,c1f3d84ea6831a8e,1
428a90c1c7b38ebc,56893a1aa1470432,1
58cc7aec8c5e6eee,3d92b9a2d412eb91,1
49258f76af0b479d,adab66973df16df2,1
df484ad6e5d77325,043ecb6711e34558,1
4a624f4b26976638,765135fe6a5a9b03,1
f4489f331899125e,9f06855954ed0492,1
cb2c8155659eb3af,c8b40d739e2e8dfb,1
923a718e4067f545,a8ccaa1ca751ee58,1
1289ba7fda0c4813,bedd4ae2f97aeb40,1
fb0019070e7e1c88,17b1458c61af908f,1
2380a7ccb4b55d7c,bc55dc1484b0caee,1
e3e599db8a3d0451,38a865468e30b3c9,1
7a7062ee5cf06c29,84ff03b7813d881f,1
ede1b7a513cf16c4,d46620c174e437c5,1
2abb2b2a01fa36f2,a82962322375d219,1
4d46799cbe1e5756,389b0ce9aacc7429,1
864aeb6d27f6116e,fb80b8a5988eacb2,1
7337b13a73b72972,afb6a5535b5a2e68,1
863fe0a9696b31ee,b8c2d9cbd537d47d,1
9b3c0904cbf41644,4b7b11622ffcdc1c,1
ed86b68434f12afc,8a01f0a953ac639e,1
53ede04d80395af4,1e67650a4cfad70d,1
13c978647af72e1d,82a591f331370d26,1
36de150380fc1095,c8dccc4de6d16223,1
fd4c5b4d467a5e3e,2156ba99528574e8,1
561fc176ec033d03,58bb361c0253d9dd,1
