pickup_weekday;appearance;first_grid;grid_cnt
1;0;9455dd488064433a;1
1;0;949660e77d8669e3;1
1;0;94be0752a9fa25ed;31
1;0;950ebd04f81cf397;5
1;0;951274245f9af3bd;1
1;0;968cbb1ad19d4e55;10
1;0;9694e8428b2bd39e;1
1;0;96e2211cfe087082;75
1;0;96ea9afccf0a1b20;1
1;0;970f7a2bc7209651;4
1;0;97243677f83bd758;67
1;0;97b773652feb2738;22
1;0;97c6fd1c19b13696;2
1;0;980ed02867549fae;45
1;0;9925b2f98ce3a5bc;1
1;0;99734c072d6d3714;2
1;0;99f7373ee601abeb;1
1;0;9a41e2651354e361;4
1;0;9afea425734c0d96;34
1;0;9b3306377ecc98ec;1
1;0;9b3d9ba53a56b0a8;10
1;0;9ba11123d0d92fd0;2
1;0;9baf2d430c83f4f6;2
1;0;9be4ff4168d082d4;8
1;0;9c4fb28d12e76c54;3
1;0;9d23dfcea1155312;2
1;0;9d2739e10948e232;90
1;0;9e7b5ed6c6ca04dd;1
1;0;9ef8be81bdedcf31;14
1;0;a0113f7277dc3ea1;60
1;0;a0aecf3970f1e4e7;18
1;0;a33016fcc5fcfcc2;2
1;0;a344776ebf984224;6
1;0;a3723399878ff66d;4
1;0;a4051962ebeb700b;1
1;0;a4489cb381bc47c5;12
1;0;a5ce6e8819c0acf4;4
1;0;a625fc7b2d1c6435;1
1;0;a7ce65024bd9a1f6;38
1;0;a910b5067485311f;37
1;0;aa765c413c635f48;1
1;0;aa88ee1ed20efdba;1
1;0;aac8c7276c0b3235;2
1;0;ab496833281ec510;2
1;0;ab7915fadd7a2529;1
1;0;abdfb88ede2f43cf;1
1;0;ac4baf35da2055f0;33
1;0;ac4c33c4b1b120fa;1
1;0;accc4b86f8cd7334;1
1;0;accca8f385888ed2;2
1;0;ad303f0378fb907c;110
1;0;adb7bb616c8cc4fb;4
1;0;add1427f8413d2c9;1
1;0;ae7ae45ff494d2d8;10
1;0;aeb1556825edf1f6;1
1;0;af9d2d19e19b311a;1
1;0;afcd0b4d243baf7e;1
1;0;b05e8b784f2ec6a7;1
1;0;b07ea9afe21d3c58;1
1;0;b0a4bc0e35c6f566;137
1;0;b0d33ed23d931431;7
1;0;b0f9665f3a4fb94a;1
1;0;b28ae973e42fa0be;110
1;0;b2b3c8dee2c369d3;2
1;0;b31c4cc0c729f6d6;12
1;0;b371e2b80e2a98fe;179
1;0;b3841a1c37d6edeb;3
1;0;b45278d8e3dd712b;74
1;0;b511e4165a7dcc8b;2
1;0;b58f4054f6830ea5;1
1;0;b5e5d49f4fbbc4bb;31
1;0;b6a1bbefd0a69630;3
1;0;b76f795ed9a3d55a;2
1;0;b772168488f083d0;1
1;0;b82435c9954e5406;7
1;0;b8c8cb83111f867c;1
1;0;b9a22e5ad3c20243;5
1;0;ba95f89219b105c9;1
1;0;babd2b4dc6f93ddb;1
1;0;bb5404544ea075dd;19
1;0;bbecdf0910609df5;1
1;0;bc6ccad91a69a805;163
1;0;bc719a48c782c9c7;1
1;0;bc8495499e076192;86
1;0;bd59d445de2a3907;32
1;0;bd91f42c849a63a1;2
1;0;bf1656c417397789;1
1;0;c0627a358ab89e97;3
1;0;c0829c36675b0f23;1
1;0;c1cccf33ef614c74;1
1;0;c1cda1ca8e226d40;1
1;0;c2054dc1aa211f3a;6
1;0;c211c8e569eb86fa;53
1;0;c25166539f059a37;16
1;0;c2a740e027ecf9f0;17
1;0;c2efbbca286cc26e;3
1;0;c37e4e832efb0330;1
1;0;c46248141abf9a7e;5
1;0;c4665f69350f04a3;3
1;0;c4b054aa91402d01;10
1;0;c4eee887bf7c773d;142
1;0;c4f43251c19c25d3;14
1;0;c546a0c460980455;2
1;0;c577625aa9692420;2
1;0;c5b3ae4d4bd994e0;1
1;0;c5e0cd5df24c7703;5
1;0;c61fa1982529249e;1
1;0;c6536473f0f62a36;1
1;0;c6a1df156845238f;1
1;0;c6b6dcc908ef13d9;2
1;0;c76716a77ead16c0;2
1;0;c89fe67fc50bb8d3;2
1;0;c8bcc56cd00c97c1;42
1;0;ca0b0f5e412a4fc1;1
1;0;ca4e17e19886f6c9;2
1;0;ca7459f88cc94ae0;1
1;0;ca95124a3e1188cc;1
1;0;cb035b98c322d5ab;1
1;0;cb2a7c150eb2aa74;3
1;0;ccbdef31d728b7a0;118
1;0;ccf000ef1f9c9e12;7
1;0;cdcfc2b4be543d56;4
1;0;ce76b98e88cc9213;8
1;0;cf5389c8be29a063;8
1;0;cf8ee24aed57b10a;34
1;0;cfeb2c94c67447d6;5
1;0;d0aeac1b273c68c0;2
1;0;d2321939a65de132;4
1;0;d36afa5fa6d37e92;21
1;0;d389793c1380ca54;6
1;0;d3d8632554879d59;16
1;0;d5011672c3d8e079;1
1;0;d5b4ad88b3e16457;2
1;0;d5dd1cb77e552ae2;25
1;0;d75353007063fd8f;4
1;0;d7d7be58acc02238;6
1;0;d7dd768769f6df34;1
1;0;d8bd4eefabd1ad7e;3
1;0;d9036cc795d1f9a5;3
1;0;d94a2d82685a7c00;15
1;0;d950cd6737278eb3;3
1;0;da136e81830381eb;61
1;0;da1b4a442840e93d;1
1;0;dbed0ade35334c47;37
1;0;dcada75f2b241466;2
1;0;dd5aeea380406982;33
1;0;dd60033184ee8e91;1
1;0;ddfee9cf0070303a;32
1;0;df2cc10816de5ad6;46
1;0;df433a35cb74b757;25
1;0;df9c5845db03c756;34
1;0;dfc52c435ad105af;1
1;0;e00ebdc5cf3124de;1
1;0;e01ce17ed728a211;53
1;0;e047b0ce648a1f6a;10
1;0;e07508edddaa6f52;2
1;0;e1a61d4b9cbfe1a9;8
1;0;e29bf8a357e9c86c;81
1;0;e39b32132e4abc30;1
1;0;e3db6bd3e0efc789;1
1;0;e4397e8aba211996;3
1;0;e45b8f4573ae4b06;26
1;0;e4eb30aa14118ad7;17
1;0;e53f2aa37d158589;2
1;0;e592ad18e7b971bd;45
1;0;e6f915b79c6bdadc;5
1;0;e727f5667ac16a5d;5
1;0;e76e4d3d9462ead9;1
1;0;e78db84af057af55;2
1;0;e7c52c7a8a41c2e0;42
1;0;e865f2ccb30a67d1;23
1;0;e8ed1ec493bc6c4e;20
1;0;e8ee4e33c07ac37c;1
1;0;e91efa16f3e8160f;38
1;0;ea54c48e9b944415;5
1;0;ea707efc68ca01bb;26
1;0;eaa617fa18bf6886;1
1;0;eab5896e67ea574d;1
1;0;ed259bf317208df9;1
1;0;ed75ce6d31e57ede;1
1;0;edbc9835e03eabe4;6
1;0;ee337aaea0b01a5f;7
1;0;eeb6fd22378fb946;2
1;0;eec92f3ca393fb6a;67
1;0;eeee2871db617635;95
1;0;ef6eb529420b5ad2;5
1;0;efdc464aaec48776;1
1;0;f18bb4db1e793344;1
1;0;f1eb6dbee4eda005;11
1;0;f2de7e1d0d4f0637;89
1;0;f32fb8775b30f753;1
1;0;f401def5696f0c55;17
1;0;f404e12e1eeced27;2
1;0;f49208323f2822b2;1
1;0;f4feb1a378262805;1
1;0;f58efa07b5f95620;33
1;0;f5d67d3a518321e5;110
1;0;f5f50a52498f72a9;8
1;0;f774f1d060bc1b68;2
1;0;f804803dd1285ce1;2
1;0;f833327e2e48244f;46
1;0;f93badce2cd0a36c;28
1;0;fa7248c2a1040346;87
1;0;fa8409033a88af07;1
1;0;fad9ddf21eea402c;7
1;0;fb3a74739fb3599f;6
1;0;fbaa383ce45f269e;76
1;0;fc1fdb7cd7ffa52d;1
1;0;fc7364504e40b1b8;5
1;0;fcfc2c1d07a4fa73;9
1;0;fd52ba1ac1152aee;45
1;0;fdc9fb4c897dc02d;1
1;0;fddfbab3cf125b4e;2
1;0;fe646c9d9044d6ef;1
1;0;ff6e5442b709ffdf;15
1;1;00543f55232a3ae3;33
1;1;0102074a005f3ef6;1
1;1;01047fc1096c9151;1
1;1;016937f21a2aa752;8
1;1;01a83fde5ea99d5c;2
1;1;01c074a9828a20fb;25
1;1;01ff9aadfb203451;1
1;1;0223a50878557fc9;1
1;1;02cba94d3505cf2d;7
1;1;0312d7104242036d;28
1;1;03e38ba25a4f8bd5;7
1;1;04417fb63aed6723;95
1;1;04b3b23f3137b364;1
1;1;0501af87f2ae3fa2;3
1;1;059c75b12c7cfd30;3
1;1;0876fad9a290ad6f;1
1;1;090d68df506b9670;34
1;1;09ae07f462e4a639;1
1;1;09b55c242e1fc8ca;1
1;1;09cb1e44bf02ddaf;1
1;1;0b4f56e3addf4b93;1
1;1;0b86b53e61681fa2;3
1;1;0d3737cac500f237;5
1;1;0da650d2e1778541;2
1;1;0fa6620ea06e92fe;5
1;1;0fcaaf3e771ed918;3
1;1;111297464a0c9cc8;1
1;1;11506daa7b1c4cc6;33
1;1;123c5d751610d9a1;1
1;1;127d979915a239ac;47
1;1;1299e4a7eff212ae;18
1;1;12f85ad49aef912f;1
1;1;1323753cf078d3f3;1
1;1;134f06cc41d3604d;2
1;1;13d2c910f22d49ce;1
1;1;1499306da860a074;1
1;1;149ba10cb2775b02;2
1;1;1537982892eeebad;4
1;1;1549e920371041ac;1
1;1;16c8d5e7153d2ce4;3
1;1;1807da3d0f1f9c97;21
1;1;18b075ab80d90f13;1
1;1;18e11619062497f3;4
1;1;18ea6c37a09836c8;8
1;1;1a58df7312309bd0;9
1;1;1c2964e2331d94d2;5
1;1;1c2bb55248ae1f92;1
1;1;1c52ec915be90dba;1
1;1;1c6a6f19ee29a807;2
1;1;1c9fe1700f892084;24
1;1;1d4de1145aa14cd2;4
1;1;1dba13c5ef308dc9;13
1;1;1e1b4d1880ead206;2
1;1;1e3a35a767bfd376;1
1;1;1ec299ac72244ffa;2
1;1;202f831169290fe8;1
1;1;20575517df08f8b1;2
1;1;2098f2600f7d9afa;7
1;1;21b455f0edd36bfb;1
1;1;23b7aa7d0156eeea;9
1;1;23fae3f1f69dddfa;31
1;1;241abc68aa3cb4be;1
1;1;24b2cb1737723e8a;4
1;1;24f4a474b7acc788;5
1;1;2578eff22a77ea42;5
1;1;263f72924b83f561;1
1;1;26a60558fad2a01c;2
1;1;274f1ce0deda795f;45
1;1;27c98e0c67fee9c6;1
1;1;28129de1881e438e;20
1;1;29a68d56e43abe15;1
1;1;2abb2b2a01fa36f2;1
1;1;2b470649df69a897;25
1;1;2c3bd99e1aea3fcb;4
1;1;2d380175ed4277fb;1
1;1;2debe6ae3fa8ef6d;25
1;1;2e6b3010077a22bc;27
1;1;2eadb9d8f64572ff;24
1;1;2ec67eb25b3eb4e3;3
1;1;2ed66b45dc347c3a;28
1;1;2ef568511b30202b;3
1;1;310136fe4409c87c;1
1;1;310c5bac13100430;5
1;1;317ea950ce3202f0;1
1;1;31886db5b146394a;16
1;1;31cba454d35eabc5;2
1;1;329b0aefba61c434;1
1;1;32c7ebf4f4190ab9;2
1;1;32e3f2fabff90c49;4
1;1;32f6a0330ac61fb3;1
1;1;345abca9ca155920;1
1;1;3582f2352d131a7a;2
1;1;361516d75566d940;17
1;1;3627005fd38e4201;1
1;1;367c8942f852ac2f;3
1;1;367e0efa16933a7b;1
1;1;370505695244d105;1
1;1;37291c50e5ee8664;2
1;1;379300c20ee553e4;3
1;1;386c78bc3c226d88;3
1;1;3874dc144b2c4b67;5
1;1;390a600ae7dad222;26
1;1;3b57a6c7c13c41e6;1
1;1;3b6c59bbcd98275f;1
1;1;3b9c8d234c9b6b94;1
1;1;3cfbcf80c4f5a871;1
1;1;3dc3a0d7bd9f272c;8
1;1;3dc670e9372f8f1c;2
1;1;3e0db8f13f948f16;1
1;1;3e7e53dc222a7be6;1
1;1;4064efaeea8f671f;17
1;1;409476fcffd85353;1
1;1;4114d120ada7b7db;1
1;1;4156c8ef20df8083;10
1;1;41871467c3c7b96a;2
1;1;41e70789361acb14;1
1;1;43c864ac3e55bdbf;1
1;1;445cf89fa4c94f1e;1
1;1;44b47a5cd2ce68c9;49
1;1;45bf102ab481029e;2
1;1;468eafafeb7f14d5;1
1;1;46c90c25534ab99a;20
1;1;46d436e0a83ebb99;1
1;1;478ce58e73757f80;1
1;1;47cf226bda921425;1
1;1;48f51a8a374cd4dc;1
1;1;4ac3b00a5d5abd4f;2
1;1;4acbf16402546104;16
1;1;4b539521f58a1b6b;2
1;1;4b6f2ddd673db412;6
1;1;4c0865213d634164;5
1;1;4d39a34d54de12fb;1
1;1;4d4771cec829688d;1
1;1;4db8f311f62e237a;5
1;1;4e6ab406af4a842b;1
1;1;4ec7c2e2e2fcc0e3;29
1;1;4f39d1385e334e04;3
1;1;4fdcece79c0f204f;1
1;1;4ff0c47fe4f4d6ed;2
1;1;5078e86de18ccd3f;2
1;1;507be503ccbadd49;1
1;1;512f3c2e85d81bf3;4
1;1;52968024eb5a8c68;5
1;1;52c35514fca792c3;2
1;1;5358c7a092b2e920;1
1;1;53d332a2192d0870;2
1;1;53e5f5b4b51656aa;1
1;1;541104d3641295d1;93
1;1;54f0dbb54c2a6cfb;10
1;1;57ca17982abafc77;2
1;1;57d92ad44de2d8cb;15
1;1;58beb238a84d91ed;5
1;1;5921b73ffa2acb93;4
1;1;59ed69d64871239d;1
1;1;5bc416b12315fec4;10
1;1;5ce3b643a2fce2e5;24
1;1;5e72e5e8407b9ba0;1
1;1;5f40384ff889cd46;1
1;1;5ff970297f3ca58a;1
1;1;613f8d7f81beeff3;173
1;1;617fc087efff5182;6
1;1;61fa97c4227a2d73;47
1;1;636ca81ba94c7710;6
1;1;63d737d2b0e002c2;1
1;1;63f3986e9211ed3c;1
1;1;640da10ce5dc3a31;5
1;1;641a3f669400dc3f;16
1;1;642f582cbe13d950;4
1;1;6732f22d15547417;10
1;1;674ca394ac845e91;8
1;1;677aa6c9a057914c;13
1;1;67b2547e426c235e;1
1;1;67d09795bf70520e;10
1;1;6848927f2328b2cc;7
1;1;69339be3db147069;9
1;1;6a2d5aa4298d1017;12
1;1;6a2e19aab9740e29;50
1;1;6a3f68002d34a157;1
1;1;6a637710aca04528;4
1;1;6b02c8327bb2f507;2
1;1;6b0cc24480e38c38;3
1;1;6b6d66e2dc5c90b7;12
1;1;6b91684aa7dc7101;23
1;1;6bec7f75f6836a6b;1
1;1;6c02d478a91414bc;7
1;1;6c9cceeb05433818;40
1;1;6d82a7eb7fd74ea6;1
1;1;6ee7d0de09d28b9e;1
1;1;6f199f7e703992ed;2
1;1;6f6ef16c18b30149;7
1;1;6fd10d5159a5c917;32
1;1;6ff533dd43e66749;5
1;1;70496b7ad9dc3a66;1
1;1;70a9bd34956a1534;1
1;1;7179ea6231b95e1a;17
1;1;721713cf921fd0df;1
1;1;7249aaa7b0e0e07b;1
1;1;724a88670b965e5a;14
1;1;7263932d4b8ab305;3
1;1;7287fe5c7d4403bd;5
1;1;7461298166b59abb;9
1;1;748821b1d59211cd;1
1;1;74de14f0d012c792;1
1;1;7514c3ee86caf57f;10
1;1;7630c17cb951e013;13
1;1;77a5fd6851636a52;3
1;1;7868818e60fe4e97;20
1;1;78aafeada01a51ab;6
1;1;78f64776efe58a29;1
1;1;7909e9fb0ac4b056;6
1;1;7944bbe4cdcde0c1;4
1;1;7947f2851f62f221;12
1;1;79a0fe15e57e8f67;4
1;1;79b14d85f93977e4;14
1;1;7b2f5d75bac4ba28;27
1;1;7b62704f2bd11818;1
1;1;7d2684c9d84ed620;1
1;1;7d97c83cf797acab;1
1;1;7db96b441ba48546;3
1;1;7ddbcc6dbdea6778;1
1;1;7e17b1ecff26cca5;6
1;1;7e69074f34788f2c;13
1;1;7e8fbeed731678c7;1
1;1;7ebeb9a4d8a89061;1
1;1;7ec074160c4649e9;7
1;1;7ed4cc86a72c9316;1
1;1;7f6b780eea93b409;14
1;1;80848968b07d92c9;6
1;1;80ce837ff676416e;2
1;1;8108b0fe7a5d0f59;1
1;1;820535708cc56c72;5
1;1;82eb2312ad9113f0;1
1;1;8338464bf1ae9ca4;4
1;1;8344f7bed9d41894;2
1;1;8389b3717e0e9195;5
1;1;83b441c671abf049;11
1;1;83eb00760ffd03fa;2
1;1;83fd0dce987f46ea;23
1;1;84db4aa185101b40;1
1;1;8553ca158376058b;2
1;1;8639109257d7a656;39
1;1;86f7c52ac9beccc7;1
1;1;886b4993982926ff;1
1;1;88832a801096a80c;4
1;1;889386c312e02f8a;2
1;1;88e0b7e48eddd6e7;3
1;1;88eaa153d7ad03a3;3
1;1;892b68202a3765b1;3
1;1;8a878c747c4bb9c7;7
1;1;8a96f1f786c83282;2
1;1;8acb05f6f4a80ba3;5
