pickup_grid;pickup_weekend;pickup_hour;pickup_cnt_avg
00d7dcba8ae751f6;0;7;1
00d7dcba8ae751f6;0;8;1
00d7dcba8ae751f6;0;9;1
00d7dcba8ae751f6;0;10;1
00d7dcba8ae751f6;0;11;1
00d7dcba8ae751f6;0;13;1.5
00d7dcba8ae751f6;0;14;1
00d7dcba8ae751f6;0;16;1
00d7dcba8ae751f6;0;20;1
00d7dcba8ae751f6;0;22;1
00d7dcba8ae751f6;0;23;1.5
00d7dcba8ae751f6;1;0;1
00d7dcba8ae751f6;1;1;1
00d7dcba8ae751f6;1;2;1
00d7dcba8ae751f6;1;3;2
00d7dcba8ae751f6;1;4;1
00d7dcba8ae751f6;1;6;1
00d7dcba8ae751f6;1;7;1
00d7dcba8ae751f6;1;8;1
00d7dcba8ae751f6;1;9;1
00d7dcba8ae751f6;1;10;2
00d7dcba8ae751f6;1;11;1
00d7dcba8ae751f6;1;12;1.5
00d7dcba8ae751f6;1;13;1
00d7dcba8ae751f6;1;16;1
00d7dcba8ae751f6;1;17;1
00d7dcba8ae751f6;1;19;1
00d7dcba8ae751f6;1;23;1
00dc67929d67fa4e;0;2;1
00dc67929d67fa4e;0;3;1
00dc67929d67fa4e;0;4;1
00dc67929d67fa4e;0;5;1
00dc67929d67fa4e;0;6;1
00dc67929d67fa4e;0;7;1
00dc67929d67fa4e;0;8;1.25
00dc67929d67fa4e;0;11;1
00dc67929d67fa4e;0;15;1
00dc67929d67fa4e;1;3;1
00dc67929d67fa4e;1;8;1
00dc67929d67fa4e;1;23;1
0102074a005f3ef6;0;0;1.25
0102074a005f3ef6;0;1;1.8125
0102074a005f3ef6;0;2;1.7272727272727273
0102074a005f3ef6;0;3;1.3333333333333333
0102074a005f3ef6;0;4;1.2857142857142857
0102074a005f3ef6;0;5;1.25
0102074a005f3ef6;0;6;1.1428571428571429
0102074a005f3ef6;0;7;1.375
0102074a005f3ef6;0;8;1.1428571428571429
0102074a005f3ef6;0;9;1
0102074a005f3ef6;0;10;1.1666666666666667
0102074a005f3ef6;0;11;1
0102074a005f3ef6;0;12;1
0102074a005f3ef6;0;13;1
0102074a005f3ef6;0;14;1
0102074a005f3ef6;0;15;1
0102074a005f3ef6;0;16;1
0102074a005f3ef6;0;18;1
0102074a005f3ef6;0;19;1
0102074a005f3ef6;0;20;1
0102074a005f3ef6;0;21;1
0102074a005f3ef6;0;22;1
0102074a005f3ef6;0;23;1.9
0102074a005f3ef6;1;0;1
0102074a005f3ef6;1;1;1
0102074a005f3ef6;1;2;1.75
0102074a005f3ef6;1;3;1.5714285714285714
0102074a005f3ef6;1;4;1
0102074a005f3ef6;1;5;1
0102074a005f3ef6;1;6;1
0102074a005f3ef6;1;7;1.25
0102074a005f3ef6;1;8;1.25
0102074a005f3ef6;1;9;1
0102074a005f3ef6;1;10;1.25
0102074a005f3ef6;1;11;1
0102074a005f3ef6;1;12;1.6666666666666667
0102074a005f3ef6;1;13;1.5
0102074a005f3ef6;1;14;1
0102074a005f3ef6;1;15;2
0102074a005f3ef6;1;16;1
0102074a005f3ef6;1;17;1
0102074a005f3ef6;1;18;1
0102074a005f3ef6;1;19;1
0102074a005f3ef6;1;22;1.3333333333333333
0102074a005f3ef6;1;23;2
01047fc1096c9151;0;0;1.6428571428571429
01047fc1096c9151;0;1;1.9333333333333333
01047fc1096c9151;0;2;1.7222222222222222
01047fc1096c9151;0;3;1.6111111111111111
01047fc1096c9151;0;4;1.6666666666666667
01047fc1096c9151;0;5;2.2666666666666667
01047fc1096c9151;0;6;1.5555555555555556
01047fc1096c9151;0;7;1.5625
01047fc1096c9151;0;8;1.7333333333333333
01047fc1096c9151;0;9;1.4
01047fc1096c9151;0;10;1.1
01047fc1096c9151;0;11;1.6666666666666667
01047fc1096c9151;0;12;1
01047fc1096c9151;0;13;1.6923076923076923
01047fc1096c9151;0;14;2.4117647058823529
01047fc1096c9151;0;15;1.5
01047fc1096c9151;0;16;1
01047fc1096c9151;0;17;1
01047fc1096c9151;0;22;1
01047fc1096c9151;0;23;1.6470588235294118
01047fc1096c9151;1;0;1.5
01047fc1096c9151;1;1;1.6666666666666667
01047fc1096c9151;1;2;1.875
01047fc1096c9151;1;3;2.3333333333333333
01047fc1096c9151;1;4;2
01047fc1096c9151;1;5;1.25
01047fc1096c9151;1;6;1.6
01047fc1096c9151;1;7;1.6666666666666667
01047fc1096c9151;1;8;2
01047fc1096c9151;1;9;1.5
01047fc1096c9151;1;10;1.2
01047fc1096c9151;1;11;1.3333333333333333
01047fc1096c9151;1;12;2
01047fc1096c9151;1;13;1.4
01047fc1096c9151;1;14;1.8571428571428571
01047fc1096c9151;1;15;1.25
01047fc1096c9151;1;16;1
01047fc1096c9151;1;17;1
01047fc1096c9151;1;18;1
01047fc1096c9151;1;22;1
01047fc1096c9151;1;23;1.8571428571428571
013f37d8edbe8c0f;0;0;1.125
013f37d8edbe8c0f;0;1;1.4444444444444444
013f37d8edbe8c0f;0;2;1.1666666666666667
013f37d8edbe8c0f;0;3;1.1111111111111111
013f37d8edbe8c0f;0;4;1.5
013f37d8edbe8c0f;0;5;1.4
013f37d8edbe8c0f;0;6;1.2727272727272727
013f37d8edbe8c0f;0;7;1.1666666666666667
013f37d8edbe8c0f;0;8;1.1428571428571429
013f37d8edbe8c0f;0;9;1.375
013f37d8edbe8c0f;0;10;1
013f37d8edbe8c0f;0;11;1.25
013f37d8edbe8c0f;0;12;1.2
013f37d8edbe8c0f;0;13;1.6
013f37d8edbe8c0f;0;14;1.2
013f37d8edbe8c0f;0;15;1
013f37d8edbe8c0f;0;16;1
013f37d8edbe8c0f;0;17;1
013f37d8edbe8c0f;0;20;1
013f37d8edbe8c0f;0;22;1.125
013f37d8edbe8c0f;0;23;1.5
013f37d8edbe8c0f;1;0;1.6
013f37d8edbe8c0f;1;1;1.25
013f37d8edbe8c0f;1;2;1
013f37d8edbe8c0f;1;3;1
013f37d8edbe8c0f;1;4;1.6666666666666667
013f37d8edbe8c0f;1;5;1.1666666666666667
013f37d8edbe8c0f;1;6;1.3333333333333333
013f37d8edbe8c0f;1;7;1
013f37d8edbe8c0f;1;8;1.6666666666666667
013f37d8edbe8c0f;1;9;2
013f37d8edbe8c0f;1;10;1.2
013f37d8edbe8c0f;1;11;1.6666666666666667
013f37d8edbe8c0f;1;12;2
013f37d8edbe8c0f;1;13;1
013f37d8edbe8c0f;1;14;1
013f37d8edbe8c0f;1;19;1
013f37d8edbe8c0f;1;20;1
013f37d8edbe8c0f;1;22;1
013f37d8edbe8c0f;1;23;1.6666666666666667
015cf8fccb0f16bb;0;0;1
015cf8fccb0f16bb;0;1;1
015cf8fccb0f16bb;0;2;1
015cf8fccb0f16bb;0;4;1
015cf8fccb0f16bb;0;6;1
015cf8fccb0f16bb;0;7;1
015cf8fccb0f16bb;0;8;1
015cf8fccb0f16bb;0;9;1
015cf8fccb0f16bb;0;10;1
015cf8fccb0f16bb;0;11;1
015cf8fccb0f16bb;0;13;1
015cf8fccb0f16bb;0;23;1.3333333333333333
015cf8fccb0f16bb;1;0;1
015cf8fccb0f16bb;1;1;1
015cf8fccb0f16bb;1;3;1
015cf8fccb0f16bb;1;5;1
015cf8fccb0f16bb;1;6;1
015cf8fccb0f16bb;1;7;1
015cf8fccb0f16bb;1;11;1
015cf8fccb0f16bb;1;12;1
015cf8fccb0f16bb;1;23;1
016937f21a2aa752;0;0;102.0909090909090909
016937f21a2aa752;0;1;118.1363636363636364
016937f21a2aa752;0;2;77.8181818181818182
016937f21a2aa752;0;3;59.6818181818181818
016937f21a2aa752;0;4;68.5909090909090909
016937f21a2aa752;0;5;87.6818181818181818
016937f21a2aa752;0;6;89.5454545454545455
016937f21a2aa752;0;7;79.7272727272727273
016937f21a2aa752;0;8;78.5909090909090909
016937f21a2aa752;0;9;97.4545454545454545
016937f21a2aa752;0;10;103.6363636363636364
016937f21a2aa752;0;11;97.7727272727272727
016937f21a2aa752;0;12;109.5454545454545455
016937f21a2aa752;0;13;114.4090909090909091
016937f21a2aa752;0;14;105.5454545454545455
016937f21a2aa752;0;15;55.4545454545454545
016937f21a2aa752;0;16;36.6818181818181818
016937f21a2aa752;0;17;19.5
016937f21a2aa752;0;18;12.9545454545454545
016937f21a2aa752;0;19;5.4545454545454545
016937f21a2aa752;0;20;5.3181818181818182
016937f21a2aa752;0;21;6.2272727272727273
016937f21a2aa752;0;22;9.2272727272727273
016937f21a2aa752;0;23;69.1363636363636364
016937f21a2aa752;1;0;78.25
016937f21a2aa752;1;1;70.5
016937f21a2aa752;1;2;75.25
016937f21a2aa752;1;3;80
016937f21a2aa752;1;4;89.625
016937f21a2aa752;1;5;119.125
016937f21a2aa752;1;6;130.625
016937f21a2aa752;1;7;119.5
016937f21a2aa752;1;8;141.875
016937f21a2aa752;1;9;160
016937f21a2aa752;1;10;144.625
016937f21a2aa752;1;11;125.625
016937f21a2aa752;1;12;126.5
016937f21a2aa752;1;13;144
016937f21a2aa752;1;14;140.375
016937f21a2aa752;1;15;82.25
016937f21a2aa752;1;16;44.375
016937f21a2aa752;1;17;23.875
016937f21a2aa752;1;18;15
016937f21a2aa752;1;19;7.75
016937f21a2aa752;1;20;5.125
016937f21a2aa752;1;21;5.875
016937f21a2aa752;1;22;8.375
016937f21a2aa752;1;23;51.125
018f3b6f1499c5a1;0;7;1
018f3b6f1499c5a1;0;10;1
018f3b6f1499c5a1;1;6;1
01a83fde5ea99d5c;0;0;6.2272727272727273
01a83fde5ea99d5c;0;1;7.4545454545454545
01a83fde5ea99d5c;0;2;5.1363636363636364
01a83fde5ea99d5c;0;3;4.2727272727272727
01a83fde5ea99d5c;0;4;4.8636363636363636
01a83fde5ea99d5c;0;5;5.8181818181818182
01a83fde5ea99d5c;0;6;4.3181818181818182
01a83fde5ea99d5c;0;7;3.5714285714285714
01a83fde5ea99d5c;0;8;2.75
01a83fde5ea99d5c;0;9;4.4545454545454545
01a83fde5ea99d5c;0;10;4.9047619047619048
01a83fde5ea99d5c;0;11;3.5909090909090909
01a83fde5ea99d5c;0;12;3.3684210526315789
01a83fde5ea99d5c;0;13;3.2727272727272727
01a83fde5ea99d5c;0;14;2.619047619047619
01a83fde5ea99d5c;0;15;1.5
01a83fde5ea99d5c;0;16;1.6
01a83fde5ea99d5c;0;17;1.2857142857142857
01a83fde5ea99d5c;0;18;2
01a83fde5ea99d5c;0;19;1
01a83fde5ea99d5c;0;20;1
01a83fde5ea99d5c;0;21;1
01a83fde5ea99d5c;0;22;1.8571428571428571
01a83fde5ea99d5c;0;23;5.3636363636363636
01a83fde5ea99d5c;1;0;7.5
01a83fde5ea99d5c;1;1;5.625
01a83fde5ea99d5c;1;2;7.25
01a83fde5ea99d5c;1;3;5.375
01a83fde5ea99d5c;1;4;4.5
01a83fde5ea99d5c;1;5;8.5
01a83fde5ea99d5c;1;6;6.125
01a83fde5ea99d5c;1;7;3.875
01a83fde5ea99d5c;1;8;4
01a83fde5ea99d5c;1;9;6.875
01a83fde5ea99d5c;1;10;6
01a83fde5ea99d5c;1;11;5.5
01a83fde5ea99d5c;1;12;5
01a83fde5ea99d5c;1;13;3
01a83fde5ea99d5c;1;14;3.5
01a83fde5ea99d5c;1;15;2.1666666666666667
01a83fde5ea99d5c;1;16;1.6
01a83fde5ea99d5c;1;17;1
01a83fde5ea99d5c;1;18;1
01a83fde5ea99d5c;1;19;1
01a83fde5ea99d5c;1;20;1
01a83fde5ea99d5c;1;21;1
01a83fde5ea99d5c;1;22;1.6666666666666667
01a83fde5ea99d5c;1;23;3.75
01b4053cc80bd9de;0;3;1
01b4053cc80bd9de;0;5;1
01bde8da3310f7b9;0;3;1
01bde8da3310f7b9;1;3;1
01bde8da3310f7b9;1;5;1
01bde8da3310f7b9;1;10;1
01c074a9828a20fb;0;0;3.4117647058823529
01c074a9828a20fb;0;1;4.6
01c074a9828a20fb;0;2;4.4545454545454545
01c074a9828a20fb;0;3;5
01c074a9828a20fb;0;4;4.9090909090909091
01c074a9828a20fb;0;5;6.5
01c074a9828a20fb;0;6;9.5909090909090909
01c074a9828a20fb;0;7;7.5454545454545455
01c074a9828a20fb;0;8;7.5
01c074a9828a20fb;0;9;7.8181818181818182
01c074a9828a20fb;0;10;6.8181818181818182
01c074a9828a20fb;0;11;6.1363636363636364
01c074a9828a20fb;0;12;7.6818181818181818
01c074a9828a20fb;0;13;5.5
01c074a9828a20fb;0;14;10
01c074a9828a20fb;0;15;7.0476190476190476
01c074a9828a20fb;0;16;7.0454545454545455
01c074a9828a20fb;0;17;9.9545454545454545
01c074a9828a20fb;0;18;7.3181818181818182
01c074a9828a20fb;0;19;3.5714285714285714
01c074a9828a20fb;0;20;2
01c074a9828a20fb;0;21;1.2
01c074a9828a20fb;0;22;1.7333333333333333
01c074a9828a20fb;0;23;1.9473684210526316
01c074a9828a20fb;1;0;3.1428571428571429
01c074a9828a20fb;1;1;4.4285714285714286
01c074a9828a20fb;1;2;4
01c074a9828a20fb;1;3;5.125
01c074a9828a20fb;1;4;5
01c074a9828a20fb;1;5;9.125
01c074a9828a20fb;1;6;10.75
01c074a9828a20fb;1;7;7.5
01c074a9828a20fb;1;8;8.125
01c074a9828a20fb;1;9;7.625
01c074a9828a20fb;1;10;4.5
01c074a9828a20fb;1;11;8.625
01c074a9828a20fb;1;12;9
01c074a9828a20fb;1;13;5.625
01c074a9828a20fb;1;14;10.125
01c074a9828a20fb;1;15;8.75
01c074a9828a20fb;1;16;8
01c074a9828a20fb;1;17;9.375
01c074a9828a20fb;1;18;9.125
01c074a9828a20fb;1;19;2.6
01c074a9828a20fb;1;20;1
01c074a9828a20fb;1;21;1
01c074a9828a20fb;1;22;1.5714285714285714
01c074a9828a20fb;1;23;2.5
01d154a1dfed090c;0;0;1
01d154a1dfed090c;0;1;1
01d154a1dfed090c;0;2;1.6
01d154a1dfed090c;0;3;1.2727272727272727
01d154a1dfed090c;0;4;1.3571428571428571
01d154a1dfed090c;0;5;1.8
01d154a1dfed090c;0;6;1.2857142857142857
01d154a1dfed090c;0;7;1.2
01d154a1dfed090c;0;8;1
01d154a1dfed090c;0;9;1
01d154a1dfed090c;0;10;1
01d154a1dfed090c;0;11;1
01d154a1dfed090c;1;3;1
01d2f85dccabfd85;0;1;1
01d2f85dccabfd85;0;2;2
01d2f85dccabfd85;0;4;1
01d2f85dccabfd85;0;5;1
01d2f85dccabfd85;0;6;1
01d2f85dccabfd85;0;7;1
01d2f85dccabfd85;0;9;1
01d2f85dccabfd85;0;10;1
01d2f85dccabfd85;0;12;1
01d2f85dccabfd85;0;13;1
01d2f85dccabfd85;0;14;1
01d2f85dccabfd85;0;22;1
01d2f85dccabfd85;0;23;1
01d2f85dccabfd85;1;1;1
01d2f85dccabfd85;1;3;1
01d2f85dccabfd85;1;4;1
01d2f85dccabfd85;1;5;1
01d2f85dccabfd85;1;7;1
01d2f85dccabfd85;1;8;1
01d2f85dccabfd85;1;9;1
01d2f85dccabfd85;1;10;1
01d2f85dccabfd85;1;11;1
01d2f85dccabfd85;1;12;1
01dbc708db12ad96;0;0;2.75
01dbc708db12ad96;0;1;2.8636363636363636
01dbc708db12ad96;0;2;2.4210526315789474
01dbc708db12ad96;0;3;2.55
01dbc708db12ad96;0;4;2.1764705882352941
01dbc708db12ad96;0;5;2.6111111111111111
01dbc708db12ad96;0;6;2.15
01dbc708db12ad96;0;7;2.6315789473684211
01dbc708db12ad96;0;8;2.6666666666666667
01dbc708db12ad96;0;9;3.5
01dbc708db12ad96;0;10;1.9444444444444444
01dbc708db12ad96;0;11;2.2666666666666667
01dbc708db12ad96;0;12;2.1111111111111111
01dbc708db12ad96;0;13;1.5
01dbc708db12ad96;0;14;1.5384615384615385
01dbc708db12ad96;0;15;1.3333333333333333
01dbc708db12ad96;0;17;1
01dbc708db12ad96;0;18;1
01dbc708db12ad96;0;19;1
01dbc708db12ad96;0;20;1
01dbc708db12ad96;0;21;1
01dbc708db12ad96;0;22;1.2727272727272727
01dbc708db12ad96;0;23;3.0454545454545455
01dbc708db12ad96;1;0;2.875
01dbc708db12ad96;1;1;2
01dbc708db12ad96;1;2;2.875
01dbc708db12ad96;1;3;2.3333333333333333
01dbc708db12ad96;1;4;1.5
01dbc708db12ad96;1;5;2.875
01dbc708db12ad96;1;6;2.375
01dbc708db12ad96;1;7;1.4285714285714286
01dbc708db12ad96;1;8;2.375
01dbc708db12ad96;1;9;1.6666666666666667
01dbc708db12ad96;1;10;2.5
01dbc708db12ad96;1;11;2
01dbc708db12ad96;1;12;1.8
01dbc708db12ad96;1;13;1.7142857142857143
01dbc708db12ad96;1;14;1.6
01dbc708db12ad96;1;15;1
01dbc708db12ad96;1;16;1
01dbc708db12ad96;1;17;1
01dbc708db12ad96;1;18;1
01dbc708db12ad96;1;20;2
01dbc708db12ad96;1;21;1
01dbc708db12ad96;1;22;1
01dbc708db12ad96;1;23;3.875
01e586757f65083c;0;0;1
01e586757f65083c;0;1;1
01e586757f65083c;0;2;1.3333333333333333
01e586757f65083c;0;3;1.1428571428571429
01e586757f65083c;0;4;1.2857142857142857
01e586757f65083c;0;5;1.1818181818181818
01e586757f65083c;0;6;1.5
01e586757f65083c;0;7;1.125
01e586757f65083c;0;8;1.1666666666666667
01e586757f65083c;0;9;1
01e586757f65083c;0;10;1.4285714285714286
01e586757f65083c;0;11;1
01e586757f65083c;0;12;1
01e586757f65083c;0;13;1
01e586757f65083c;0;14;1
01e586757f65083c;0;15;1.3333333333333333
01e586757f65083c;0;16;1
01e586757f65083c;0;17;1
01e586757f65083c;0;23;1
01e586757f65083c;1;1;1
01e586757f65083c;1;2;2
01e586757f65083c;1;3;1
01e586757f65083c;1;4;2
01e586757f65083c;1;5;1.5
01e586757f65083c;1;6;1.2
01e586757f65083c;1;7;2
01e586757f65083c;1;8;2.25
01e586757f65083c;1;9;2
01e586757f65083c;1;10;1.5
01e586757f65083c;1;11;1.75
01e586757f65083c;1;12;1
01e586757f65083c;1;13;1
01e586757f65083c;1;14;1
01e586757f65083c;1;15;1
01e586757f65083c;1;16;1
01e586757f65083c;1;23;1
01ff9aadfb203451;0;0;10.1818181818181818
01ff9aadfb203451;0;1;11.3636363636363636
01ff9aadfb203451;0;2;7.6363636363636364
01ff9aadfb203451;0;3;7.5909090909090909
01ff9aadfb203451;0;4;6.3636363636363636
01ff9aadfb203451;0;5;8.4090909090909091
01ff9aadfb203451;0;6;6.6818181818181818
01ff9aadfb203451;0;7;5.1818181818181818
01ff9aadfb203451;0;8;6.0909090909090909
01ff9aadfb203451;0;9;5.8181818181818182
01ff9aadfb203451;0;10;6.1818181818181818
01ff9aadfb203451;0;11;4.1818181818181818
01ff9aadfb203451;0;12;2.5
01ff9aadfb203451;0;13;3.2380952380952381
01ff9aadfb203451;0;14;2.2857142857142857
01ff9aadfb203451;0;15;1.4285714285714286
01ff9aadfb203451;0;16;1.2941176470588235
01ff9aadfb203451;0;17;1.4
01ff9aadfb203451;0;18;1.6
01ff9aadfb203451;0;19;1
01ff9aadfb203451;0;20;1.4444444444444444
01ff9aadfb203451;0;21;1.25
01ff9aadfb203451;0;22;1.9473684210526316
01ff9aadfb203451;0;23;5.6818181818181818
01ff9aadfb203451;1;0;9.125
01ff9aadfb203451;1;1;8.75
01ff9aadfb203451;1;2;9
01ff9aadfb203451;1;3;7
01ff9aadfb203451;1;4;5.75
01ff9aadfb203451;1;5;9.5
01ff9aadfb203451;1;6;7.5
01ff9aadfb203451;1;7;5.125
01ff9aadfb203451;1;8;6
01ff9aadfb203451;1;9;7
01ff9aadfb203451;1;10;6.5
01ff9aadfb203451;1;11;3.875
01ff9aadfb203451;1;12;3.875
01ff9aadfb203451;1;13;4.125
01ff9aadfb203451;1;14;2.2857142857142857
01ff9aadfb203451;1;15;1.6
01ff9aadfb203451;1;16;1.3333333333333333
01ff9aadfb203451;1;17;1
01ff9aadfb203451;1;18;1
01ff9aadfb203451;1;19;1
01ff9aadfb203451;1;20;1
01ff9aadfb203451;1;21;1
01ff9aadfb203451;1;22;1.5
01ff9aadfb203451;1;23;5.5
020f8527cbf11870;0;4;1
020f8527cbf11870;0;6;1
0223a50878557fc9;0;0;13.9545454545454545
0223a50878557fc9;0;1;16.6363636363636364
0223a50878557fc9;0;2;11.7727272727272727
0223a50878557fc9;0;3;9.7272727272727273
0223a50878557fc9;0;4;13
0223a50878557fc9;0;5;13.3636363636363636
0223a50878557fc9;0;6;11.0454545454545455
0223a50878557fc9;0;7;9.6818181818181818
0223a50878557fc9;0;8;12.2272727272727273
0223a50878557fc9;0;9;12.4090909090909091
0223a50878557fc9;0;10;15.8181818181818182
0223a50878557fc9;0;11;11.5454545454545455
0223a50878557fc9;0;12;8.5454545454545455
0223a50878557fc9;0;13;9.2272727272727273
0223a50878557fc9;0;14;6.6363636363636364
0223a50878557fc9;0;15;2.9523809523809524
0223a50878557fc9;0;16;1.9
0223a50878557fc9;0;17;1.5
0223a50878557fc9;0;18;1.7777777777777778
0223a50878557fc9;0;19;1.1428571428571429
0223a50878557fc9;0;20;1
0223a50878557fc9;0;21;1.0909090909090909
0223a50878557fc9;0;22;1.9444444444444444
0223a50878557fc9;0;23;16.0909090909090909
0223a50878557fc9;1;0;10.875
0223a50878557fc9;1;1;14.75
0223a50878557fc9;1;2;14.875
0223a50878557fc9;1;3;15.25
0223a50878557fc9;1;4;20.25
0223a50878557fc9;1;5;24
0223a50878557fc9;1;6;18.375
0223a50878557fc9;1;7;13.5
0223a50878557fc9;1;8;14.5
0223a50878557fc9;1;9;20.25
0223a50878557fc9;1;10;19.625
0223a50878557fc9;1;11;14.125
0223a50878557fc9;1;12;11
0223a50878557fc9;1;13;11
0223a50878557fc9;1;14;8.125
0223a50878557fc9;1;15;3.1428571428571429
0223a50878557fc9;1;16;2.25
0223a50878557fc9;1;17;2.6
0223a50878557fc9;1;18;1.25
0223a50878557fc9;1;19;1.5
0223a50878557fc9;1;20;1
0223a50878557fc9;1;21;1
0223a50878557fc9;1;22;1.8571428571428571
0223a50878557fc9;1;23;13.375
02274538583e7d13;0;3;1
0234d76e8072defe;0;0;1.3333333333333333
0234d76e8072defe;0;1;1
0234d76e8072defe;0;2;1
0234d76e8072defe;0;3;1
0234d76e8072defe;0;7;1
0234d76e8072defe;0;8;1
0234d76e8072defe;0;10;1
0234d76e8072defe;0;11;1
0234d76e8072defe;0;16;1
0234d76e8072defe;0;18;1
0234d76e8072defe;1;0;1
0234d76e8072defe;1;7;1
025094bb9f106e40;0;0;2
025094bb9f106e40;0;3;1
025094bb9f106e40;0;5;1
025094bb9f106e40;0;6;1
025094bb9f106e40;0;8;1
025094bb9f106e40;0;9;1
025094bb9f106e40;0;14;1
025094bb9f106e40;0;23;1
025094bb9f106e40;1;0;1
025094bb9f106e40;1;3;1
025094bb9f106e40;1;7;1
02531976f71c9084;0;0;1
02531976f71c9084;0;1;1
02531976f71c9084;0;2;1
02531976f71c9084;0;3;1
02531976f71c9084;0;4;1
