driver_id,order_id,ride_start_time,pickup_weekday,pickup_hour,pickup_lon,pickup_lat,ride_stop_time,dropoff_weekday,dropoff_hour,dropoff_lon,dropoff_lat,reward,done
34e05444cda23a6e0a45f9f6a649ac02,,2016-11-18 16:52:41.000000,5,16,104.11457,30.66951,2016-11-18 16:58:18.000000,5,16,104.11538,30.67059,0,0
34e0644536eed4506be04748b5fab54b,3993b25d97e64d76881b38e4dad0a190,2016-11-12 20:55:19.000000,6,20,104.10873,30.65356,2016-11-12 21:06:49.000000,6,21,104.14424,30.67282,2.53,1
34e0644536eed4506be04748b5fab54b,b3e3a446fb0c9549f47d56293f430a7d,2016-11-12 20:19:19.000000,6,20,104.04573,30.7044,2016-11-12 20:44:47.000000,6,20,104.10411,30.64977,4.98,0
34e0644536eed4506be04748b5fab54b,c6b4a4861f1ef91f36cc2c1c4b97db03,2016-11-12 14:45:03.000000,6,14,104.04665,30.71488,2016-11-12 15:10:20.000000,6,15,103.97561,30.68109,4.4,0
34e0644536eed4506be04748b5fab54b,,2016-11-12 15:10:20.000000,6,15,103.97561,30.68109,2016-11-12 20:19:19.000000,6,20,104.04573,30.7044,0,0
34e0644536eed4506be04748b5fab54b,,2016-11-12 20:44:47.000000,6,20,104.10411,30.64977,2016-11-12 20:55:19.000000,6,20,104.10873,30.65356,0,0
34e0782a1b5e25da871c0eee4ca883b6,89404e44a012c6349f960156b0eccac4,2016-11-29 13:17:55.000000,2,13,104.114952,30.652309,2016-11-29 13:32:49.000000,2,13,104.0714,30.66054,2.51,0
34e0782a1b5e25da871c0eee4ca883b6,89ceffd6a2d7c3b2c7170430875ae291,2016-11-29 11:40:22.000000,2,11,104.065781,30.665092,2016-11-29 12:05:34.000000,2,12,104.10872,30.62652,3.54,0
34e0782a1b5e25da871c0eee4ca883b6,a40783fb8e8f89221be78ab57b900391,2016-11-29 10:31:43.000000,2,10,104.059619,30.69443,2016-11-29 10:47:46.000000,2,10,104.01628,30.71486,2.68,0
34e0782a1b5e25da871c0eee4ca883b6,db2ec73ce0315ce787b0290701ef7458,2016-11-29 14:04:12.000000,2,14,104.094231,30.655145,2016-11-29 14:44:29.000000,2,14,104.00794,30.63758,5.6,1
34e0782a1b5e25da871c0eee4ca883b6,,2016-11-29 10:47:46.000000,2,10,104.01628,30.71486,2016-11-29 11:40:22.000000,2,11,104.065781,30.665092,0,0
34e0782a1b5e25da871c0eee4ca883b6,,2016-11-29 12:05:34.000000,2,12,104.10872,30.62652,2016-11-29 13:17:55.000000,2,13,104.114952,30.652309,0,0
34e0782a1b5e25da871c0eee4ca883b6,,2016-11-29 13:32:49.000000,2,13,104.0714,30.66054,2016-11-29 14:04:12.000000,2,14,104.094231,30.655145,0,0
34e090daec23b86de6b7ab58794a59b3,6cc7a2922a4a9ae3f3ef82ae30813d83,2016-11-05 11:50:27.000000,6,11,104.04145,30.65135,2016-11-05 12:31:01.000000,6,12,103.87104,30.68204,9.06,1
34e09132201bae28a5c9fa7da2e9ba63,2b94237f1c1e8aa0aa46dc2e06bed51a,2016-11-08 10:48:10.000000,2,10,104.06206,30.66197,2016-11-08 10:55:24.000000,2,10,103.986,30.6779,1.9,0
34e09132201bae28a5c9fa7da2e9ba63,86b2577a3e9c766acf21f88d7b92b41a,2016-11-08 10:18:04.000000,2,10,104.06074,30.63327,2016-11-08 10:43:35.000000,2,10,104.06193,30.66193,2.47,0
34e09132201bae28a5c9fa7da2e9ba63,8c746397dba3923293d72149c44d046e,2016-11-08 11:13:21.000000,2,11,104.073898,30.65494,2016-11-08 11:32:42.000000,2,11,104.12754,30.63645,3.11,0
34e09132201bae28a5c9fa7da2e9ba63,bd6427416a16f7e54416eafd4615d50b,2016-11-08 16:56:37.000000,2,16,103.956332,30.56864,2016-11-08 17:33:27.000000,2,17,104.08767,30.6836,10.31,0
34e09132201bae28a5c9fa7da2e9ba63,c46eb3d93be8d7188690d39b7e5d267e,2016-11-08 17:38:27.000000,2,17,104.08529,30.67663,2016-11-08 18:07:14.000000,2,18,104.14476,30.75222,5.74,1
34e09132201bae28a5c9fa7da2e9ba63,,2016-11-08 10:43:35.000000,2,10,104.06193,30.66193,2016-11-08 10:48:10.000000,2,10,104.06206,30.66197,0,0
34e09132201bae28a5c9fa7da2e9ba63,,2016-11-08 10:55:24.000000,2,10,103.986,30.6779,2016-11-08 11:13:21.000000,2,11,104.073898,30.65494,0,0
34e09132201bae28a5c9fa7da2e9ba63,,2016-11-08 11:32:42.000000,2,11,104.12754,30.63645,2016-11-08 16:56:37.000000,2,16,103.956332,30.56864,0,0
34e09132201bae28a5c9fa7da2e9ba63,,2016-11-08 17:33:27.000000,2,17,104.08767,30.6836,2016-11-08 17:38:27.000000,2,17,104.08529,30.67663,0,0
34e097b0fc072124726b40cf08564e0f,9e4761060ca678f418ed7cfdb720aa3e,2016-11-06 18:56:56.000000,7,18,104.08323,30.68237,2016-11-06 20:09:50.000000,7,20,104.01555,30.76749,8.7,1
34e097b0fc072124726b40cf08564e0f,a9a4eb8dd12c961239950d60490d24c4,2016-11-06 18:09:43.000000,7,18,104.071335,30.657648,2016-11-06 18:32:53.000000,7,18,104.09405,30.68946,3.49,0
34e097b0fc072124726b40cf08564e0f,,2016-11-06 18:32:53.000000,7,18,104.09405,30.68946,2016-11-06 18:56:56.000000,7,18,104.08323,30.68237,0,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,058f9e6835b1c33e46062dc988fadf82,2016-11-01 12:50:21.000000,2,12,104.044019,30.71695,2016-11-01 13:00:12.000000,2,13,104.083284,30.705019,2.02,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,07a6ea20ecba6885922b7e21abdca380,2016-11-01 10:28:42.000000,2,10,104.0613,30.64818,2016-11-01 10:54:03.000000,2,10,103.98346,30.68102,4.65,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,209cce56992cdd15a32647f41c1bf162,2016-11-01 13:04:52.000000,2,13,104.07485,30.70631,2016-11-01 13:25:01.000000,2,13,104.10328,30.66906,3.52,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,4160ba543d515f763c3315b0856a43e9,2016-11-01 09:43:11.000000,2,9,104.09609,30.65497,2016-11-01 09:51:02.000000,2,9,104.11107,30.6371,1.81,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,5cb70ca582202e15d416e8cd98c813f1,2016-11-01 14:48:15.000000,2,14,104.04369,30.66819,2016-11-01 15:19:57.000000,2,15,104.10119,30.61593,5.15,1
34e0ac8635ee3c3ab7a4e57ddaaabae1,63b655f0af998720d2cf6f9f060ad931,2016-11-01 09:29:07.000000,2,9,104.07572,30.66862,2016-11-01 09:38:35.000000,2,9,104.09654,30.65753,1.82,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,66aa4b9e67a21f8f7642a9bf317da0ea,2016-11-01 13:29:46.000000,2,13,104.1134,30.67037,2016-11-01 13:45:12.000000,2,13,104.117478,30.607078,3.78,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,6deb6bebc146e3709b6245fd0e82bc75,2016-11-01 12:14:07.000000,2,12,103.97952,30.67074,2016-11-01 12:31:17.000000,2,12,104.06622,30.70279,4.34,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,b00ad541dc3d7f062bd39f81f25e343e,2016-11-01 14:09:52.000000,2,14,104.09636,30.61959,2016-11-01 14:44:04.000000,2,14,104.04577,30.66377,4.5,0
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 00:36:38.000000,6,0,104.06205,30.70274,2016-11-05 01:31:20.000000,6,1,104.07111,30.71632,0,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,e1003a627c12faeace219d73878631d2,2016-11-01 08:50:10.000000,2,8,104.03053,30.62103,2016-11-01 09:17:12.000000,2,9,104.070683,30.667101,4.33,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,f396b22719fd27c911a2d612180aabbe,2016-11-01 12:34:48.000000,2,12,104.0669,30.71061,2016-11-01 12:45:59.000000,2,12,104.04082,30.71327,1.99,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,,2016-11-01 09:17:12.000000,2,9,104.070683,30.667101,2016-11-01 09:29:07.000000,2,9,104.07572,30.66862,0,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,,2016-11-01 09:38:35.000000,2,9,104.09654,30.65753,2016-11-01 09:43:11.000000,2,9,104.09609,30.65497,0,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,,2016-11-01 09:51:02.000000,2,9,104.11107,30.6371,2016-11-01 10:28:42.000000,2,10,104.0613,30.64818,0,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,,2016-11-01 10:54:03.000000,2,10,103.98346,30.68102,2016-11-01 12:14:07.000000,2,12,103.97952,30.67074,0,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,,2016-11-01 12:31:17.000000,2,12,104.06622,30.70279,2016-11-01 12:34:48.000000,2,12,104.0669,30.71061,0,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,,2016-11-01 12:45:59.000000,2,12,104.04082,30.71327,2016-11-01 12:50:21.000000,2,12,104.044019,30.71695,0,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,,2016-11-01 13:00:12.000000,2,13,104.083284,30.705019,2016-11-01 13:04:52.000000,2,13,104.07485,30.70631,0,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,,2016-11-01 13:25:01.000000,2,13,104.10328,30.66906,2016-11-01 13:29:46.000000,2,13,104.1134,30.67037,0,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,,2016-11-01 13:45:12.000000,2,13,104.117478,30.607078,2016-11-01 14:09:52.000000,2,14,104.09636,30.61959,0,0
34e0ac8635ee3c3ab7a4e57ddaaabae1,,2016-11-01 14:44:04.000000,2,14,104.04577,30.66377,2016-11-01 14:48:15.000000,2,14,104.04369,30.66819,0,0
34e0b0d4f169c40cf18e9840213294ee,405df0d2949f6666e9dec271d7b7a754,2016-11-24 19:54:06.000000,4,19,104.03002,30.68187,2016-11-24 20:10:21.000000,4,20,104.066144,30.709336,2.85,0
34e0b0d4f169c40cf18e9840213294ee,53cc71404ab2b6d1b8ef92a9544c7a82,2016-11-24 21:22:47.000000,4,21,104.07034,30.68257,2016-11-24 21:36:45.000000,4,21,104.10515,30.66726,2.3,0
34e0b0d4f169c40cf18e9840213294ee,5b7ec7ea6f14082a266e56e1d99e29c6,2016-11-24 09:56:34.000000,4,9,104.082298,30.694714,2016-11-24 10:46:29.000000,4,10,104.06152,30.64274,4.85,0
34e0b0d4f169c40cf18e9840213294ee,7e6c3fce7c948950d6a7c2dc8bdfa3b3,2016-11-24 13:55:17.000000,4,13,104.061401,30.641979,2016-11-24 14:21:03.000000,4,14,103.96465,30.66468,5.42,0
34e0b0d4f169c40cf18e9840213294ee,a321c10d73d3b6d933781dbdd76ea60e,2016-11-24 13:07:21.000000,4,13,104.05218,30.66734,2016-11-24 13:21:10.000000,4,13,104.05232,30.62177,2.93,0
34e0b0d4f169c40cf18e9840213294ee,af6e23de9b077ee4b43dbe896c541179,2016-11-24 21:45:09.000000,4,21,104.09521,30.66171,2016-11-24 22:04:29.000000,4,22,104.08033,30.61555,2.9,1
34e0b0d4f169c40cf18e9840213294ee,be9c666c2546d78c783f8c888fa73176,2016-11-24 09:18:23.000000,4,9,104.02627,30.69365,2016-11-24 09:37:26.000000,4,9,104.075698,30.695897,2.82,0
34e0b0d4f169c40cf18e9840213294ee,f98597bad40499eb7335c566e6733101,2016-11-24 12:34:21.000000,4,12,103.97664,30.60726,2016-11-24 13:02:51.000000,4,13,104.05187,30.67296,5.87,0
34e0b0d4f169c40cf18e9840213294ee,,2016-11-24 09:37:26.000000,4,9,104.075698,30.695897,2016-11-24 09:56:34.000000,4,9,104.082298,30.694714,0,0
34e0b0d4f169c40cf18e9840213294ee,,2016-11-24 10:46:29.000000,4,10,104.06152,30.64274,2016-11-24 12:34:21.000000,4,12,103.97664,30.60726,0,0
34e0b0d4f169c40cf18e9840213294ee,,2016-11-24 13:02:51.000000,4,13,104.05187,30.67296,2016-11-24 13:07:21.000000,4,13,104.05218,30.66734,0,0
34e0b0d4f169c40cf18e9840213294ee,,2016-11-24 13:21:10.000000,4,13,104.05232,30.62177,2016-11-24 13:55:17.000000,4,13,104.061401,30.641979,0,0
34e0b0d4f169c40cf18e9840213294ee,,2016-11-24 14:21:03.000000,4,14,103.96465,30.66468,2016-11-24 19:54:06.000000,4,19,104.03002,30.68187,0,0
34e0b0d4f169c40cf18e9840213294ee,,2016-11-24 20:10:21.000000,4,20,104.066144,30.709336,2016-11-24 21:22:47.000000,4,21,104.07034,30.68257,0,0
34e0b0d4f169c40cf18e9840213294ee,,2016-11-24 21:36:45.000000,4,21,104.10515,30.66726,2016-11-24 21:45:09.000000,4,21,104.09521,30.66171,0,0
34e0b1bd5142244ebefe209e05d7a100,04b4fa8687cc0eb21170031d4500a2fd,2016-11-05 19:08:06.000000,6,19,104.04407,30.71701,2016-11-05 19:32:03.000000,6,19,104.05362,30.66833,3.46,0
34e0b1bd5142244ebefe209e05d7a100,090119f7034a31cba209b26407466c49,2016-11-05 18:14:04.000000,6,18,103.99255,30.70619,2016-11-05 18:48:05.000000,6,18,104.05197,30.68836,4.62,0
34e0b1bd5142244ebefe209e05d7a100,25801d9b99ebf7d8cf2df83cf8def5eb,2016-11-05 01:59:29.000000,6,1,104.07101,30.67008,2016-11-05 02:11:47.000000,6,2,104.06421,30.6335,3.24,0
34e0b1bd5142244ebefe209e05d7a100,28ea41a59be4565c30dbce9b98f1b754,2016-11-05 02:37:13.000000,6,2,104.089615,30.647812,2016-11-05 02:47:54.000000,6,2,104.10393,30.68143,2.95,0
34e0b1bd5142244ebefe209e05d7a100,32bdc536ae92c7448e71fa138cd8f9ab,2016-11-05 00:15:42.000000,6,0,104.067381,30.712402,2016-11-05 00:23:22.000000,6,0,104.07836,30.69466,2.09,0
34e0b1bd5142244ebefe209e05d7a100,59be31bac7d13589f7caee1411720eb5,2016-11-05 21:56:31.000000,6,21,104.068054,30.712378,2016-11-05 22:21:35.000000,6,22,104.01894,30.67187,4.58,0
34e0b1bd5142244ebefe209e05d7a100,68c9535601f5d00e770fcbfdbe4910a6,2016-11-05 00:28:02.000000,6,0,104.07356,30.68813,2016-11-05 00:36:38.000000,6,0,104.06205,30.70274,1.91,0
34e0b1bd5142244ebefe209e05d7a100,6c7237466d16d541f2ff3bc4c88cf282,2016-11-05 17:18:31.000000,6,17,104.097038,30.77334,2016-11-05 17:59:19.000000,6,17,104.06531,30.76788,3.95,0
34e0b1bd5142244ebefe209e05d7a100,7110cfe7fd03de361e801df5052b4b07,2016-11-05 02:55:33.000000,6,2,104.09914,30.6816,2016-11-05 03:10:22.000000,6,3,104.05273,30.6727,3.61,0
34e0b1bd5142244ebefe209e05d7a100,78f4980a36cc21a85d17400a3d4c1e67,2016-11-05 01:48:58.000000,6,1,104.05727,30.69433,2016-11-05 01:56:29.000000,6,1,104.0697,30.67482,1.92,0
34e0b1bd5142244ebefe209e05d7a100,87f4c898a5f6bc1624e04d77b3612a19,2016-11-05 19:56:16.000000,6,19,104.08179,30.65765,2016-11-05 20:37:53.000000,6,20,104.18894,30.70212,7.14,0
34e0b1bd5142244ebefe209e05d7a100,8b1eba97ea76f81e5ecf86c91375d1d8,2016-11-05 19:36:47.000000,6,19,104.05709,30.67088,2016-11-05 19:50:45.000000,6,19,104.07942,30.65981,1.87,0
34e0b1bd5142244ebefe209e05d7a100,bd37d783e2cb56ecf75d2d369cfa2f14,2016-11-05 15:53:06.000000,6,15,104.037908,30.719158,2016-11-05 16:26:38.000000,6,16,104.18774,30.80484,10.35,0
34e0b1bd5142244ebefe209e05d7a100,e47562b3b5cf386b6fcb6bf5b46c5845,2016-11-05 18:52:39.000000,6,18,104.05134,30.68811,2016-11-05 19:01:32.000000,6,19,104.04817,30.70754,1.88,0
34e0b1bd5142244ebefe209e05d7a100,ebd754448f87fb86d69c3d0fce3bf7ea,2016-11-05 21:26:08.000000,6,21,104.10416,30.7155,2016-11-05 21:31:21.000000,6,21,104.12847,30.7126,1.8,0
34e0b1bd5142244ebefe209e05d7a100,f1141824f243161d93aa22910cf78123,2016-11-05 01:31:20.000000,6,1,104.07111,30.71632,2016-11-05 01:43:12.000000,6,1,104.05559,30.69405,2.78,0
34e0b1bd5142244ebefe209e05d7a100,fbb1701ef8bdc6d5c56e718922b83209,2016-11-05 22:29:19.000000,6,22,104.03642,30.667693,2016-11-05 23:00:47.000000,6,23,104.00845,30.55018,7.81,1
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 00:23:22.000000,6,0,104.07836,30.69466,2016-11-05 00:28:02.000000,6,0,104.07356,30.68813,0,0
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 01:43:12.000000,6,1,104.05559,30.69405,2016-11-05 01:48:58.000000,6,1,104.05727,30.69433,0,0
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 01:56:29.000000,6,1,104.0697,30.67482,2016-11-05 01:59:29.000000,6,1,104.07101,30.67008,0,0
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 02:11:47.000000,6,2,104.06421,30.6335,2016-11-05 02:37:13.000000,6,2,104.089615,30.647812,0,0
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 02:47:54.000000,6,2,104.10393,30.68143,2016-11-05 02:55:33.000000,6,2,104.09914,30.6816,0,0
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 03:10:22.000000,6,3,104.05273,30.6727,2016-11-05 15:53:06.000000,6,15,104.037908,30.719158,0,0
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 16:26:38.000000,6,16,104.18774,30.80484,2016-11-05 17:18:31.000000,6,17,104.097038,30.77334,0,0
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 17:59:19.000000,6,17,104.06531,30.76788,2016-11-05 18:14:04.000000,6,18,103.99255,30.70619,0,0
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 18:48:05.000000,6,18,104.05197,30.68836,2016-11-05 18:52:39.000000,6,18,104.05134,30.68811,0,0
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 19:01:32.000000,6,19,104.04817,30.70754,2016-11-05 19:08:06.000000,6,19,104.04407,30.71701,0,0
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 19:32:03.000000,6,19,104.05362,30.66833,2016-11-05 19:36:47.000000,6,19,104.05709,30.67088,0,0
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 19:50:45.000000,6,19,104.07942,30.65981,2016-11-05 19:56:16.000000,6,19,104.08179,30.65765,0,0
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 20:37:53.000000,6,20,104.18894,30.70212,2016-11-05 21:26:08.000000,6,21,104.10416,30.7155,0,0
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 21:31:21.000000,6,21,104.12847,30.7126,2016-11-05 21:56:31.000000,6,21,104.068054,30.712378,0,0
34e0b1bd5142244ebefe209e05d7a100,,2016-11-05 22:21:35.000000,6,22,104.01894,30.67187,2016-11-05 22:29:19.000000,6,22,104.03642,30.667693,0,0
34e0b252a11d9e5f4d633d217ca075ea,30081fed8508ccd2e0e651dd32f3f323,2016-11-09 19:26:13.000000,3,19,104.08979,30.68679,2016-11-09 19:31:22.000000,3,19,104.09581,30.67929,1.82,0
34e0b252a11d9e5f4d633d217ca075ea,3b2959bcf7e0e85cdbb200a9f77712e7,2016-11-09 19:33:48.000000,3,19,104.090103,30.681459,2016-11-09 19:47:54.000000,3,19,104.06197,30.70274,2.4,0
34e0b252a11d9e5f4d633d217ca075ea,502b19880ff0f3eafb321647ce60c9de,2016-11-09 18:24:40.000000,3,18,104.001286,30.651538,2016-11-09 18:53:04.000000,3,18,104.05955,30.71385,5.35,0
34e0b252a11d9e5f4d633d217ca075ea,a266f22c8a25342131a84fd80923e5af,2016-11-09 16:16:36.000000,3,16,104.05854,30.64403,2016-11-09 16:25:20.000000,3,16,104.05963,30.66974,1.83,0
34e0b252a11d9e5f4d633d217ca075ea,d11519a6bf450d0be39d33f3e1600515,2016-11-09 16:57:54.000000,3,16,104.10382,30.70433,2016-11-09 17:29:16.000000,3,17,103.99306,30.71803,6.35,0
34e0b252a11d9e5f4d633d217ca075ea,d38e58a5fe2610ef417ba1d4a1acafc3,2016-11-09 19:51:17.000000,3,19,104.06211,30.70274,2016-11-09 20:24:23.000000,3,20,104.12408,30.63087,6.51,1
34e0b252a11d9e5f4d633d217ca075ea,de9a1d40777ac589384561c196470b49,2016-11-09 16:32:15.000000,3,16,104.05993,30.66129,2016-11-09 16:52:50.000000,3,16,104.10399,30.70428,3.79,0
34e0b252a11d9e5f4d633d217ca075ea,ea50f674a28ddf85281286bf3c9f12a0,2016-11-09 19:05:46.000000,3,19,104.07135,30.709995,2016-11-09 19:23:50.000000,3,19,104.08646,30.68268,2.32,0
34e0b252a11d9e5f4d633d217ca075ea,,2016-11-09 16:25:20.000000,3,16,104.05963,30.66974,2016-11-09 16:32:15.000000,3,16,104.05993,30.66129,0,0
34e0b252a11d9e5f4d633d217ca075ea,,2016-11-09 16:52:50.000000,3,16,104.10399,30.70428,2016-11-09 16:57:54.000000,3,16,104.10382,30.70433,0,0
34e0b252a11d9e5f4d633d217ca075ea,,2016-11-09 17:29:16.000000,3,17,103.99306,30.71803,2016-11-09 18:24:40.000000,3,18,104.001286,30.651538,0,0
34e0b252a11d9e5f4d633d217ca075ea,,2016-11-09 18:53:04.000000,3,18,104.05955,30.71385,2016-11-09 19:05:46.000000,3,19,104.07135,30.709995,0,0
34e0b252a11d9e5f4d633d217ca075ea,,2016-11-09 19:23:50.000000,3,19,104.08646,30.68268,2016-11-09 19:26:13.000000,3,19,104.08979,30.68679,0,0
34e0b252a11d9e5f4d633d217ca075ea,,2016-11-09 19:31:22.000000,3,19,104.09581,30.67929,2016-11-09 19:33:48.000000,3,19,104.090103,30.681459,0,0
34e0b252a11d9e5f4d633d217ca075ea,,2016-11-09 19:47:54.000000,3,19,104.06197,30.70274,2016-11-09 19:51:17.000000,3,19,104.06211,30.70274,0,0
34e0c7bdce504f6f7887cf99ac73bfd1,24e5a69b2e343e2e43b1d2ccb7f5e5af,2016-11-27 16:29:40.000000,7,16,104.076148,30.653561,2016-11-27 17:02:21.000000,7,17,104.04999,30.64545,2.92,0
34e0c7bdce504f6f7887cf99ac73bfd1,60673537a22627adb3b10d2532ac1cdf,2016-11-27 22:06:38.000000,7,22,104.09667,30.639739,2016-11-27 22:32:50.000000,7,22,104.01349,30.67485,4.82,1
34e0c7bdce504f6f7887cf99ac73bfd1,7c0509211c891df121cf50becdd8c9a8,2016-11-27 21:33:47.000000,7,21,104.01628,30.71486,2016-11-27 21:59:44.000000,7,21,104.08675,30.63811,6.2,0
34e0c7bdce504f6f7887cf99ac73bfd1,,2016-11-27 17:02:21.000000,7,17,104.04999,30.64545,2016-11-27 21:33:47.000000,7,21,104.01628,30.71486,0,0
34e0c7bdce504f6f7887cf99ac73bfd1,,2016-11-27 21:59:44.000000,7,21,104.08675,30.63811,2016-11-27 22:06:38.000000,7,22,104.09667,30.639739,0,0
34e0ccbe10fde61433d2fbfe7c385395,068126c29283864e3687d2254e5eadf8,2016-11-28 17:47:04.000000,1,17,104.098145,30.711355,2016-11-28 18:13:25.000000,1,18,104.01598,30.72419,4.47,0
34e0ccbe10fde61433d2fbfe7c385395,0ec16a6636eed77571dae2c0109a35c8,2016-11-28 19:19:42.000000,1,19,103.928474,30.742155,2016-11-28 19:46:40.000000,1,19,104.06012,30.72226,6.69,0
34e0ccbe10fde61433d2fbfe7c385395,1a59529922599becf27e3bd9c0f93a73,2016-11-28 14:50:08.000000,1,14,104.04959,30.67293,2016-11-28 15:25:52.000000,1,15,103.95577,30.57033,9.95,0
34e0ccbe10fde61433d2fbfe7c385395,7343ef5cc95da7d6778742fcdde82647,2016-11-28 20:02:10.000000,1,20,104.072833,30.68497,2016-11-28 20:14:07.000000,1,20,104.08666,30.75438,3.86,0
34e0ccbe10fde61433d2fbfe7c385395,84fdbc71110f58c5d3d7e3f9833b150a,2016-11-28 21:06:47.000000,1,21,104.10835,30.66155,2016-11-28 21:23:59.000000,1,21,104.06996,30.6529,2.27,0
34e0ccbe10fde61433d2fbfe7c385395,9e09e1ba05db3aec305602981c9f7acf,2016-11-28 17:20:38.000000,1,17,104.09662,30.66274,2016-11-28 17:38:06.000000,1,17,104.09543,30.71221,3.04,0
34e0ccbe10fde61433d2fbfe7c385395,d83d857f21300edba17cfe79d7da393c,2016-11-28 07:53:16.000000,1,7,104.069356,30.673779,2016-11-28 08:35:00.000000,1,8,104.02089,30.87457,13.09,0
34e0ccbe10fde61433d2fbfe7c385395,d882b4cf221a2baa2f0dc549ac7d01fd,2016-11-28 08:55:58.000000,1,8,104.041557,30.78657,2016-11-28 09:27:10.000000,1,9,104.07403,30.6863,6.75,0
34e0ccbe10fde61433d2fbfe7c385395,ed854344cd64596d4fc4c0e3c20afa8b,2016-11-28 17:06:58.000000,1,17,104.07727,30.63417,2016-11-28 17:24:34.000000,1,17,104.08938,30.66901,2.5,0
34e0ccbe10fde61433d2fbfe7c385395,fa0a6c1f3ef4781d25658a9ca8700a4d,2016-11-28 07:20:19.000000,1,7,104.11929,30.65624,2016-11-28 07:43:52.000000,1,7,104.063198,30.670064,3.45,0
34e0ccbe10fde61433d2fbfe7c385395,fd47d1bb42de2b4caaaefadeea86db4d,2016-11-28 22:17:18.000000,1,22,104.12754,30.61951,2016-11-28 22:49:21.000000,1,22,104.04881,30.75948,10.74,1
34e0ccbe10fde61433d2fbfe7c385395,,2016-11-28 07:43:52.000000,1,7,104.063198,30.670064,2016-11-28 07:53:16.000000,1,7,104.069356,30.673779,0,0
